stationID,location,name,waterType,provider,updateDate
51,臺中市大甲區中山路一段1419號,清泉淨水自助加水站,null,null,2021-05-06
52,臺中市大甲區中山路一段466-10號,正松泉加水站,null,null,2021-05-06
53,臺中市大甲區中山路一段759號,正松泉中大加水站,null,null,2021-05-06
56,臺中市大甲區中山路二段194-1號,捷聖加水站,null,null,2021-05-06
60,臺中市大甲區文武路258號,三義加水站,null,null,2021-05-06
61,臺中市大甲區水源路600巷6號,正松泉優質加水站,null,null,2021-05-06
62,臺中市大甲區光明路179號,埔里水,null,null,2021-05-06
63,臺中市大甲區光明路219號,優質埔里水,null,null,2021-05-06
64,臺中市大甲區如意路49號,正松泉加水站,null,null,2021-05-06
65,臺中市大甲區育英路184號,倢聖加水站,null,null,2021-05-06
66,臺中市大甲區育英路53號,山泉水加水站,null,null,2021-05-06
67,臺中市大甲區育英路雁門路口,山泉水加水站,null,null,2021-05-06
68,臺中市大甲區東安路430號,正松泉加水站,null,null,2021-05-06
69,臺中市大甲區東安路76號,優質埔里水,null,null,2021-05-06
71,臺中市大甲區青年路65號,火炎山正松泉加水站,null,null,2021-05-06
72,臺中市大甲區青年路77號,周淵龍加水站,null,null,2021-05-06
73,臺中市大甲區復興路171號,幸福水站大甲五福旗艦館,null,null,2021-05-06
74,臺中市大甲區復興路59號,幸福水屋(台中大甲店),null,null,2021-05-06
75,臺中市大甲區復興路59號.,幸福水屋,null,null,2021-05-06
76,臺中市大甲區順天路114號,正松泉加水站,null,null,2021-05-06
77,臺中市大甲區新政路61號,新華加水屋-新正店,null,null,2021-05-06
78,臺中市大甲區興安路35-4號,水吉加水站,null,null,2021-05-06
79,臺中市大甲區臨江路41號,周淵龍加水站,null,null,2021-05-06
80,臺中市大肚區遊園路二段21號,倢聖加水站,null,null,2021-05-06
81,臺中市大肚區遊園路二段229號,水之鄉礦泉水,null,null,2021-05-06
82,臺中市大里區三興街13號,捷聖水生活館,null,null,2021-05-06
83,臺中市大里區三興街73號,藍泉健康加水屋,null,null,2021-05-06
84,臺中市大里區大里路213號,真埔里水加水站,null,null,2021-05-06
85,臺中市大里區大新街35號,24H加水站(大新),null,null,2021-05-06
86,臺中市大里區大德街18號,龍之泉加水站,null,null,2021-05-06
90,臺中市大里區中興路二段98號,埔里聯合泉水,null,null,2021-05-06
91,臺中市大里區仁化路1028號,3水埔里甘泉,null,null,2021-05-06
92,臺中市大里區仁化路500號,幸福水屋(大台大里仁化店),null,null,2021-05-06
93,臺中市大里區仁化路508號,好美麗加水站,null,null,2021-05-06
94,臺中市大里區公教街209巷2號,埔里聯合泉水,null,null,2021-05-06
95,臺中市大里區公教街47號,龍之泉加水站,null,null,2021-05-06
96,臺中市大里區公教街62號,埔里松泉水,null,null,2021-05-06
97,臺中市大里區文芳街115號,青山礦泉水,null,null,2021-05-06
98,臺中市大里區永隆路249號1樓,松盟埔里礦泉水,null,null,2021-05-06
99,臺中市大里區永興路212號,凌科加水站,null,null,2021-05-06
100,臺中市大里區立仁二路61號,新革加水站,null,null,2021-05-06
101,臺中市大里區立仁路21號,加卡多加水站,null,null,2021-05-06
102,臺中市大里區立仁路33-2號,加卡多加水站,null,null,2021-05-06
103,臺中市大里區立仁路47號,埔里加水站-大里,null,null,2021-05-06
104,臺中市大里區立元路13號,優而美淨水加水站,null,null,2021-05-06
105,臺中市大里區立新街369號,新華加水站,null,null,2021-05-06
106,臺中市大里區金德街16號,幸福水屋,null,null,2021-05-06
108,臺中市大里區吉隆路27號,久福吉隆路加水站,null,null,2021-05-06
109,臺中市大里區好來五街90號,埔里聯合泉水加水站,null,null,2021-05-06
110,臺中市大里區成功路171號,玉美研成功加水站,null,null,2021-05-06
111,臺中市大里區成功路541號,水盟企業有限公司,null,null,2021-05-06
112,臺中市大里區至善路169號,中聯泉水有限公司,null,null,2021-05-06
113,臺中市大里區至聖路56號,海の泉加水站,null,null,2021-05-06
115,臺中市大里區西榮路230號,埔里聯合泉水加水站,null,null,2021-05-06
116,臺中市大里區東南路140號,埔里甘泉水,null,null,2021-05-06
117,臺中市大里區東興路201號,埔里聯合泉水加水站,null,null,2021-05-06
118,臺中市大里區東興路209號,埔里聯合泉水加油站,null,null,2021-05-06
120,臺中市大里區金德街16號,幸福水屋台中大里金德店,null,null,2021-05-06
121,臺中市大里區益民路一段177號,幸福水屋,null,null,2021-05-06
123,臺中市大里區健民路137號,水盟企業有限公司,null,null,2021-05-06
124,臺中市大里區國光路二段364號,水生活館加水站,null,null,2021-05-06
125,臺中市大里區國光路二段70號,幸福水屋自助加水站-大里國光站,null,null,2021-05-06
127,臺中市大里區現岱路162號,八重山麥飯石水,null,null,2021-05-06
129,臺中市大里區塗城路106號,水盟企業有限公司,null,null,2021-05-06
130,臺中市大里區塗城路264號,水盟企業有限公司,null,null,2021-05-06
131,臺中市大里區塗城路808號,埔里礦泉水,null,null,2021-05-06
132,臺中市大里區慈德路251號,水盟埔里活礦泉,null,null,2021-05-06
133,臺中市大里區新仁路一段99號,埔里水盟活礦泉,null,null,2021-05-06
134,臺中市大里區新仁路二段134號,健康加水站,null,null,2021-05-06
136,臺中市大里區新生西路152號,松盟埔里泉水,null,null,2021-05-06
137,臺中市大里區新生西路8號,泳泉加水站,null,null,2021-05-06
138,臺中市大里區新生路92號,藍泉健康加水屋,null,null,2021-05-06
139,臺中市大里區新甲路60號,埔里加水站,null,null,2021-05-06
140,臺中市大里區新芳路1號,幸福水屋台中大里新芳店,null,null,2021-05-06
141,臺中市大里區新南路156號,倢聖機能加水站,null,null,2021-05-06
142,臺中市大雅區大雅路300號,金埔里好水,null,null,2021-05-06
143,臺中市大雅區大榮街106巷12弄5號,大河馬加水站,null,null,2021-05-06
144,臺中市大雅區中山北路393號,青山礦泉水,null,null,2021-05-06
145,臺中市大雅區中山北路449號,水爸爸安潔淨環保科技,null,null,2021-05-06
146,臺中市大雅區中山路32號,森好埔里冷泉水,null,null,2021-05-06
147,臺中市大雅區中清東路218號,玉美研埔里水,null,null,2021-05-06
148,臺中市大雅區中清路三段1036號,林之泉礦泉水自動販賣機,null,null,2021-05-06
149,臺中市大雅區中清路三段997巷25號,埔里山泉水,null,null,2021-05-06
150,臺中市大雅區文化路6號,倢盛加水站,null,null,2021-05-06
151,臺中市大雅區月祥路883號,藍泉24H自助加水站,null,null,2021-05-06
152,臺中市大雅區民生路4段72號,幸福水屋國際有限公司-大雅民生店,null,null,2021-05-06
153,臺中市大雅區民生路一段291號,青山礦泉水,null,null,2021-05-06
154,臺中市大雅區民生路一段37號,幸福水屋,null,null,2021-05-06
155,臺中市大雅區民生路四段229-3號,青山礦泉水,null,null,2021-05-06
156,臺中市大雅區民富街160號,桃花源加水站,null,null,2021-05-06
157,臺中市大雅區永和路142-22號,盛源加水站,null,null,2021-05-06
162,臺中市大雅區雅楓街47號,水爸爸安潔淨環保科技,null,null,2021-05-06
164,臺中市大雅區雅環路一段195-3號,水沛純淨加水屋,null,null,2021-05-06
165,臺中市大雅區雅環路一段273-2號,自助加水站,null,null,2021-05-06
166,臺中市大雅區雅環路二段87號,幸福水屋(台中大雅雅環店),null,null,2021-05-06
167,臺中市大雅區學府路,青山礦泉水,null,null,2021-05-06
168,臺中市大雅區學府路225號,青山礦泉水,null,null,2021-05-06
170,臺中市大雅區學府路250號,青山礦泉水,null,null,2021-05-06
171,臺中市大雅區學府路255號,青山特級礦泉水,null,null,2021-05-06
172,臺中市大雅區學府路452號,青山礦泉水,null,null,2021-05-06
173,臺中市中區中山路285號,Wash House加水站,null,null,2021-05-06
174,臺中市中區公園路95號,優福加水站,null,null,2021-05-06
175,臺中市中區民權路164號,得力水純水加水站,null,null,2021-05-06
177,臺中市中區成功路133號,潔好加水站,null,null,2021-05-06
178,臺中市太平區大智街26號,新華加水站,null,null,2021-05-06
181,臺中市太平區中平9街138巷2號,日康加水站,null,null,2021-05-06
182,臺中市太平區中平路119號,UFO水生活館,null,null,2021-05-06
183,臺中市太平區中平路143號,加卡多加水站,null,null,2021-05-06
184,臺中市太平區中平路172號,新華加水站,null,null,2021-05-06
185,臺中市太平區中和街146號,水盟埔里活礦泉,null,null,2021-05-06
186,臺中市太平區中和街177號,倢聖壓水站,null,null,2021-05-06
188,臺中市太平區太平路321號,幸福水屋,null,null,2021-05-06
189,臺中市太平區太平路366號,野礦泉加水站,null,null,2021-05-06
190,臺中市太平區太平路402號,好美麗加水站,null,null,2021-05-06
191,臺中市太平區永成北路193號,優福水生活館,null,null,2021-05-06
192,臺中市太平區永豐北路130號,加卡多加水站,null,null,2021-05-06
193,臺中市太平區立智街39號,新華加水站,null,null,2021-05-06
194,臺中市太平區光興路649號,八仙埔里泉水,null,null,2021-05-06
195,臺中市太平區成功東路255號,野松露埔里礦泉水,null,null,2021-05-06
196,臺中市太平區成功東路301號,松發埔里泉水,null,null,2021-05-06
198,臺中市太平區成功東路88號,新華加水站,null,null,2021-05-06
199,臺中市太平區成功路492號,林之泉飲用水(股)公司,null,null,2021-05-06
200,臺中市太平區育賢路253號,沛泉加水站,null,null,2021-05-06
201,臺中市太平區宜佳街6號,24H加水站,null,null,2021-05-06
202,臺中市太平區宜昌路499號,日康加水站,null,null,2021-05-06
203,臺中市太平區宜欣二路85號,日康加水站,null,null,2021-05-06
204,臺中市太平區東平路500號,新華加水站東平站,null,null,2021-05-06
205,臺中市太平區振福路371號,加卡多加水站,null,null,2021-05-06
207,臺中市太平區振福路420號,日康淨水加水站,null,null,2021-05-06
208,臺中市太平區國風街80號,青山特級礦泉水,null,null,2021-05-06
209,臺中市太平區新平路一段167號,原水企業,null,null,2021-05-06
210,臺中市太平區新平路一段211號,倢聖加水站,null,null,2021-05-06
214,臺中市太平區新平路三段375號,沛泉加水站,null,null,2021-05-06
215,臺中市太平區溪洲路48巷2號,家湧泉連鎖加水站,null,null,2021-05-06
216,臺中市太平區樹孝路145號,倢聖加水站,null,null,2021-05-06
217,臺中市太平區樹孝路336巷5號,新華加水站,null,null,2021-05-06
218,臺中市北屯區九龍街103號,24H加水站,null,null,2021-05-06
220,臺中市北屯區大連路二段12號,幸福水屋加水站,null,null,2021-05-06
221,臺中市北屯區大連路三段148號,UFO加水站台中豐樂店,null,null,2021-05-06
222,臺中市北屯區大連路三段189號,新華淨水(加水站),null,null,2021-05-06
224,臺中市北屯區大連路三段23號,玉美研武界山泉水,null,null,2021-05-06
225,臺中市北屯區大連路三段77號,純活水呷水站,null,null,2021-05-06
226,臺中市北屯區大連路三段95號,埔里活泉水,null,null,2021-05-06
227,臺中市北屯區中清路二段742巷83號,水爸爸,null,null,2021-05-06
228,臺中市北屯區天津路三段146號,優福水超市-臺中天津館,null,null,2021-05-06
231,臺中市北屯區天津路四段13-1號,水專家加水站(天津站),null,null,2021-05-06
232,臺中市北屯區太原路三段191-1號,幸福水屋,null,null,2021-05-06
233,臺中市北屯區太原路三段342號,24H優仕淨水,null,null,2021-05-06
236,臺中市北屯區北屯路212巷58號,埔里聯合泉水,null,null,2021-05-06
237,臺中市北屯區北屯路417號,幸福水屋台中北屯二店,null,null,2021-05-06
238,臺中市北屯區北平路三段34號,水龍吟(泳泉企業),null,null,2021-05-06
239,臺中市北屯區四平路256號,悅恩純活水,null,null,2021-05-06
240,臺中市北屯區四平路318號,悅恩活純水,null,null,2021-05-06
241,臺中市北屯區四平路403號,石源加水站,null,null,2021-05-06
242,臺中市北屯區四平路415號,泳泉加水站,null,null,2021-05-06
243,臺中市北屯區四平路415號,湧泉家水站,null,null,2021-05-06
246,臺中市北屯區平德路168號,名人加水站,null,null,2021-05-06
247,臺中市北屯區平德路80號,荃薪芫榕淨水站,null,null,2021-05-06
250,臺中市北屯區同榮路68號,幸福水屋(台中北屯同興店),null,null,2021-05-06
252,臺中市北屯區后庄北路51號,青山泉水有限公司,null,null,2021-05-06
253,臺中市北屯區后庄路35巷1號,幸福水屋加水站-北屯后庄站,null,null,2021-05-06
255,臺中市北屯區至善路163號,水龍吟加水站,null,null,2021-05-06
257,臺中市北屯區東山路一段 208-1號,優福加水站,null,null,2021-05-06
258,臺中市北屯區東山路一段129號,水盟活礦泉,null,null,2021-05-06
260,臺中市北屯區東山路一段197-30號,水盟埔里活礦泉水,null,null,2021-05-06
261,臺中市北屯區東山路一段208-2號,埔里聯合泉水,null,null,2021-05-06
262,臺中市北屯區東山路一段216-10號,活淨水加水站,null,null,2021-05-06
263,臺中市北屯區東山路一段235號,玉美研真埔里水,null,null,2021-05-06
264,臺中市北屯區東山路一段243號,磁淨的水加水站,null,null,2021-05-06
266,臺中市北屯區東山路一段346號,幸福水屋,null,null,2021-05-06
267,臺中市北屯區東山路一段409號,NO.9加水站,null,null,2021-05-06
269,臺中市北屯區東山路二段78-12號,埔里松泉水加水站,null,null,2021-05-06
274,臺中市北屯區松義街116號,埔里活泉水,null,null,2021-05-06
275,臺中市北屯區松義街172號,WATER SHOP純活水,null,null,2021-05-06
276,臺中市北屯區軍和街、東山路一段293巷路口,新華加水站台中軍和店,null,null,2021-05-06
278,臺中市北屯區軍和街451號,埔里加水站,null,null,2021-05-06
279,臺中市北屯區旅順路一段83號,健康水,null,null,2021-05-06
280,臺中市北屯區旅順路二段233號,24H自助加水站,null,null,2021-05-06
283,臺中市北屯區崇德六路102號,張泉泰埔里泉水,null,null,2021-05-06
284,臺中市北屯區崇興路一段32號,凌科加水站,null,null,2021-05-06
285,臺中市北屯區崇興路一段33號,埔里聯合泉水,null,null,2021-05-06
286,臺中市北屯區陳平一街60巷17號,泳泉家水站,null,null,2021-05-06
287,臺中市北屯區陳平一街62號,水龍吟高礦活氧純水站-北屯陳平站,null,null,2021-05-06
288,臺中市北屯區陳平一街72號,綠森林加水站-北屯陳平站,null,null,2021-05-06
290,臺中市北屯區陳平路60巷17號,廣源淨水科技,null,null,2021-05-06
291,臺中市北屯區陳平路69號,水盟埔里活礦泉,null,null,2021-05-06
294,臺中市北屯區敦化路一段619號,敦化加水站,null,null,2021-05-06
295,臺中市北屯區經貿一路20號,埔里活泉水,null,null,2021-05-06
296,臺中市北屯區漢口路五段41號,原水公司,null,null,2021-05-06
297,臺中市北屯區熱河路二段206號,好美麗加水站,null,null,2021-05-06
299,臺中市北屯區興安路二段276號,新華加水站,null,null,2021-05-06
300,臺中市北屯區興安路二段361巷3號,泳泉加水站,null,null,2021-05-06
301,臺中市北屯區興安路二段52號,泳泉加水站,null,null,2021-05-06
302,臺中市北屯區興安路三段42號,悅恩興安站(加水站),null,null,2021-05-06
303,臺中市北屯區興安路三段52號,泳泉加水站,null,null,2021-05-06
304,臺中市北屯區遼寧路一段137號,林之泉供水站,null,null,2021-05-06
305,臺中市北屯區豐樂路16-19號,活淨水加水站,null,null,2021-05-06
306,臺中市北區三民路三段269號,UFO優福加水站,null,null,2021-05-06
307,臺中市北區三民路三段345號,玉美研三民加水站,null,null,2021-05-06
309,臺中市北區天津路一段100號,優仕淨水加水站,null,null,2021-05-06
310,臺中市北區天津路一段92號,水之鄉竹碳水,null,null,2021-05-06
311,臺中市北區天津路二段171號,幸福水屋(台中天津店),null,null,2021-05-06
317,臺中市北區台灣大道一段632號,翰穎加水站,null,null,2021-05-06
319,臺中市北區永興街165號,綠森林加水站,null,null,2021-05-06
320,臺中市北區育強街115號,優福加水站-育強站,null,null,2021-05-06
321,臺中市北區育強街127號,水盟埔里活礦泉,null,null,2021-05-06
322,臺中市北區忠太東路100號,無市招加水站,null,null,2021-05-06
323,臺中市北區忠太東路118號,幸福水屋,null,null,2021-05-06
324,臺中市北區東光一街7號,埔里挑米泉水,null,null,2021-05-06
325,臺中市北區東光路346號,幸福水屋加水站,null,null,2021-05-06
326,臺中市北區東成路37號,八重山麥飯石的水,null,null,2021-05-06
328,臺中市北區武昌路66號,大吉淨水加水站,null,null,2021-05-06
329,臺中市北區健行路37號,幸福水屋,null,null,2021-05-06
333,臺中市北區崇德路一段230號,幸福水屋台中北區崇德店,null,null,2021-05-06
334,臺中市北區梅亭街214號,足清水礦泉水行,null,null,2021-05-06
335,臺中市北區梅亭街233號,巽震加水站,null,null,2021-05-06
337,臺中市北區華興街158號,埔里甘泉自助加水站,null,null,2021-05-06
338,臺中市北區華興街94號,水盟埔里活礦泉,null,null,2021-05-06
339,臺中市北區進化北路367之3號,水樣24H 加水站,null,null,2021-05-06
341,臺中市北區精武路197-1號,水盟企業有限公司,null,null,2021-05-06
342,臺中市北區精武路200號,湧源自助加水販賣機,null,null,2021-05-06
343,臺中市北區德化街151號,凌科加水德化站,null,null,2021-05-06
344,臺中市北區德化街20號,倢聖加水站,null,null,2021-05-06
345,臺中市北區篤行路384號,優福水生活館/優福水超市,null,null,2021-05-06
346,臺中市北區錦中街105號,湧泉自助式加水販賣機,null,null,2021-05-06
347,臺中市外埔區大馬路468號,24H投幣式加水站,null,null,2021-05-06
348,臺中市外埔區六分路422號,賀好水加水站-外埔溜分站,null,null,2021-05-06
349,臺中市外埔區甲后路三段72號,火焱山正松泉加水站,null,null,2021-05-06
350,臺中市石岡區大勇街2巷59號,谷關八仙山正統礦泉水企業社,null,null,2021-05-06
352,臺中市石岡區豐勢路450號,谷關八仙山正統礦泉水企業社,null,null,2021-05-06
353,臺中市后里區大圳路377號,活力水,null,null,2021-05-06
354,臺中市后里區四村路107號,新華加水站,null,null,2021-05-06
355,臺中市后里區民生路143號,泳泉能量水加水站,null,null,2021-05-06
356,臺中市后里區民生路209號,人美活礦水,null,null,2021-05-06
357,臺中市后里區民生路224號,中聯泉水,null,null,2021-05-06
358,臺中市后里區民生路224號.,埔里O3殺菌加水站,null,null,2021-05-06
361,臺中市后里區甲后路一段755號,玉美研后里加水站,null,null,2021-05-06
363,臺中市后里區成功路369號,新華加水站,null,null,2021-05-06
364,臺中市西屯區上仁街126號,埔里供水站林之泉,null,null,2021-05-06
366,臺中市西屯區大弘街101號,捷聖加水站大弘店,null,null,2021-05-06
368,臺中市西屯區大隆路127號,優仕淨水,null,null,2021-05-06
369,臺中市西屯區大墩十七街88號,玉美研埔里水,null,null,2021-05-06
370,臺中市西屯區大墩十九街125號,林之泉加水站,null,null,2021-05-06
371,臺中市西屯區大墩十八街120號,集源食品工業有限公司(埔里聯合泉水),null,null,2021-05-06
373,臺中市西屯區大鵬路107號,幸福水屋,null,null,2021-05-06
374,臺中市西屯區大鵬路110號前,埔里聯合泉水(大鵬站),null,null,2021-05-06
375,臺中市西屯區中工二路216號,埔里聯合泉水,null,null,2021-05-06
376,臺中市西屯區中工二路292號,三水堂,null,null,2021-05-06
377,臺中市西屯區中工二路2號,幸福水屋24H自助加水,null,null,2021-05-06
379,臺中市西屯區中工三路127號,林之泉供水站,null,null,2021-05-06
380,臺中市西屯區中工三路129號,林之泉供水站,null,null,2021-05-06
381,臺中市西屯區中工三路157號,八重山加水站,null,null,2021-05-06
382,臺中市西屯區中工三路240號,埔里清水自助加水站,null,null,2021-05-06
383,臺中市西屯區中平路123號,好美麗加水站,null,null,2021-05-06
384,臺中市西屯區中平路順平二街口327號,名人健康加水站,null,null,2021-05-06
385,臺中市西屯區中清西二街120號,優仕淨水,null,null,2021-05-06
386,臺中市西屯區文華路162巷10號,UFO加水站台中文華店,null,null,2021-05-06
389,臺中市西屯區弘孝路193號,林之泉加水站,null,null,2021-05-06
390,臺中市西屯區玉門路368號,玉美研埔里武界山泉水,null,null,2021-05-06
391,臺中市西屯區甘肅路二段128號,林之泉供水站,null,null,2021-05-06
392,臺中市西屯區成都路95-5號,玉美研成都加水站,null,null,2021-05-06
394,臺中市西屯區至善路232號,UFO優福加水站,null,null,2021-05-06
396,臺中市西屯區西屯路二段258-23號,水專家,null,null,2021-05-06
397,臺中市西屯區西屯路二段95-6號,藍泉健康加水屋,null,null,2021-05-06
398,臺中市西屯區西屯路三段150-36旁,林之泉供水站,null,null,2021-05-06
399,臺中市西屯區西屯路三段157號,幸福水屋台中西屯店,null,null,2021-05-06
400,臺中市西屯區西安街110號,青山礦泉水,null,null,2021-05-06
401,臺中市西屯區西安街127號,特級礦泉加水站,null,null,2021-05-06
402,臺中市西屯區西安街141號,就是好水,null,null,2021-05-06
403,臺中市西屯區西安街277巷25弄26號,能量水加水站,null,null,2021-05-06
405,臺中市西屯區何厝街68號,ROER活淨水,null,null,2021-05-06
406,臺中市西屯區忠義街80號,幸福水屋(台中西屯忠義站),null,null,2021-05-06
407,臺中市西屯區河南路一段125號,幸福水屋加水站,null,null,2021-05-06
409,臺中市西屯區河南路一段643號,名人加水站,null,null,2021-05-06
410,臺中市西屯區河南路一段64號,名人淨水,null,null,2021-05-06
411,臺中市西屯區河南路二段298號,UFO優福加水站,null,null,2021-05-06
412,臺中市西屯區河南路二段461號,林之泉埔里礦泉水供應站,null,null,2021-05-06
413,臺中市西屯區河南路二段466號,幸福水屋加水站(台中西屯青海站),null,null,2021-05-06
414,臺中市西屯區河南路二段470號,九江加水站,null,null,2021-05-06
416,臺中市西屯區洛陽路84號,水無痕,null,null,2021-05-06
417,臺中市西屯區美滿街50號,水盟企業水盟加水站,null,null,2021-05-06
418,臺中市西屯區重慶路136號,幸福水屋-西屯重慶站,null,null,2021-05-06
419,臺中市西屯區重慶路141-2號,埔里聯合泉水(重慶二站),null,null,2021-05-06
420,臺中市西屯區重慶路163號,優仕淨水(重慶站),null,null,2021-05-06
421,臺中市西屯區國安一路128號,幸福水屋加水站,null,null,2021-05-06
425,臺中市西屯區逢甲路231號,品味甘泉加水站,null,null,2021-05-06
426,臺中市西屯區惠中路92號,林之泉加水站,null,null,2021-05-06
428,臺中市西屯區朝富路262號,玉美研朝富加水站,null,null,2021-05-06
429,臺中市西屯區華美西街二段 27-2號,華美加水站,null,null,2021-05-06
430,臺中市西屯區華美西街二段27號,峰泉自助加水站華美店,null,null,2021-05-06
432,臺中市西屯區順平二街2號,名人健康加水站,null,null,2021-05-06
433,臺中市西屯區寧夏路206號,優仕淨水,null,null,2021-05-06
434,臺中市西屯區漢口路一段37號,林之泉供水站,null,null,2021-05-06
435,臺中市西屯區福上巷214弄78號,諾克斯自助加水站,null,null,2021-05-06
436,臺中市西屯區福上巷239號之1號,好鄰居加水站,null,null,2021-05-06
437,臺中市西屯區福上巷251弄43號,林之泉供水站,null,null,2021-05-06
439,臺中市西屯區福林路386號,藍泉加水屋,null,null,2021-05-06
440,臺中市西屯區福星北路60號,幸福水屋,null,null,2021-05-06
441,臺中市西屯區福科路541號,幸福水屋,null,null,2021-05-06
442,臺中市西屯區福科路600號,幸福水屋,null,null,2021-05-06
443,臺中市西屯區福雅路149號,加水站-福雅站,null,null,2021-05-06
444,臺中市西屯區福雅路14號,加水站福雅站,null,null,2021-05-06
445,臺中市西屯區福雅路341號,埔里山泉水,null,null,2021-05-06
446,臺中市西屯區福雅路40號,UFO優福加水站,null,null,2021-05-06
447,臺中市西屯區福雅路41-3號,新華加水站,null,null,2021-05-06
448,臺中市西屯區福瑞街138巷12號,娃娃猴健康加水站,null,null,2021-05-06
449,臺中市西屯區福瑞街148號,海之泉24H加水站,null,null,2021-05-06
450,臺中市西屯區福瑞街47號,藍泉優質加水站,null,null,2021-05-06
451,臺中市西屯區福瑞街66巷6號,瀚穎加水站,null,null,2021-05-06
452,臺中市西屯區福聯街75巷1號,水龍吟,null,null,2021-05-06
453,臺中市西屯區廣福路262號,埔里聯合泉水,null,null,2021-05-06
454,臺中市西屯區黎明路336號,淨亮潔生活事業加水站,null,null,2021-05-06
455,臺中市西屯區黎明路三段222號,好美麗加水站,null,null,2021-05-06
456,臺中市西屯區黎明路三段246號,幸福水屋,null,null,2021-05-06
457,臺中市西屯區寶慶街50巷15號,天津泇水站,null,null,2021-05-06
458,臺中市西屯區櫻花路91號,天康加水站,null,null,2021-05-06
459,臺中市西屯區櫻城一街3號,幸福水屋_臺中西屯櫻城旗艦店,null,null,2021-05-06
460,臺中市西屯區櫻城一街53號,幸福水屋,null,null,2021-05-06
461,臺中市西區三民西路171號,埔里水盟活礦泉,null,null,2021-05-06
462,臺中市西區三民路一段25號,優仕淨水-西區三民站,null,null,2021-05-06
463,臺中市西區三民路一段38號,蘋果圓加水讚,null,null,2021-05-06
464,臺中市西區大進街481號,水龍吟加水站,null,null,2021-05-06
466,臺中市西區中美街142號,綠森林加水站,null,null,2021-05-06
467,臺中市西區中美街153號,純淨加水屋,null,null,2021-05-06
468,臺中市西區五廊街119號,清淨加水站,null,null,2021-05-06
469,臺中市西區五權七街128號,水龍吟加水站24H-西區五權站,null,null,2021-05-06
470,臺中市西區五權八街127號,松盟埔里礦泉水,null,null,2021-05-06
471,臺中市西區五權八街131號,綠森林加水站,null,null,2021-05-06
472,臺中市西區五權八街143號,八重山麥飯石的水,null,null,2021-05-06
473,臺中市西區五權五街128號,水龍吟加水站,null,null,2021-05-06
475,臺中市西區五權五街68號,幸福水屋_台中西區美村綠店,null,null,2021-05-06
476,臺中市西區五權路1-198號,活化的純水加水站,null,null,2021-05-06
478,臺中市西區民生路135號,八重山麥飯石の水,null,null,2021-05-06
479,臺中市西區民生路424號,埔里好泉自助加水站,null,null,2021-05-06
481,臺中市西區向上路一段555號,埔里聯合泉水,null,null,2021-05-06
483,臺中市西區忠明南路328號,埔里聯合泉水,null,null,2021-05-06
484,臺中市西區忠明南路445號,幸福水屋_忠明店,null,null,2021-05-06
485,臺中市西區林森路77-2號,綠森林加水站,null,null,2021-05-06
486,臺中市西區采詳街18-1號,泳泉能量水加水站,null,null,2021-05-06
